name,ProductDescription,id
Sharon L Jeter,"Our primary business is to provide to the general public computer repair of IBM compatible and Apple desktops and laptops, all brands, all issues. 

Secondarily, we provide one-on-one computer training of Microsoft Office and several other apps to beginners, workers and professional individuals.  We have a special beginner's Introduction to Computers course. We teach Microsoft Office beginners, intermediate and advanced.",14160
"Sharpe & Associates Insurance Agency, LLC","Insurance Agency provides sales and service of Property/Casualty, Life, Health, and Accident insurance products to business owners and individuals.",4520
Shcalo Group Corporation,Warehouse operation & Logistics to deliver parts at Big 3 OEMs for automotive and manufacturing.,4503
"SHED Consolidation & Warehousing, LLC",Provide warehousing and storage of parts to the automotive industry as well as import/export trading,3769
Sheff Traffic Management INC,"Sheff Traffic Management is a provider of traffic safety services and equipment throughout the Metro Detroit region. Our services include, but are not limited to the rental of equipment and personnel for Road Closures, Lane Closures, and Flagging. Equipment includes but is not limited to cones, traffic drums, barricades, and delineators.  ",8817
Shelby Packaging Co.,"Shelby Packaging Company, Inc. is established in 1991 and incorporated in 1993.  At present we have a leased manufacturing and warehouse facility at New Baltimore, Michigan.  Our company manufactures packaging boxes, partitions, pads, pallets and specialized packaging supplies for automotive, aerospace and medical device part manufacturers. Company’s founder Steven D. Duffy has more than 30 years of experience in packaging industry.  Anil Shah joined in June 2016.  He has 40 years of experience in financial, management and accounting.  We plan to promote our proprietary design center and diversity packaging supplies.  To achieve this, we recently appointed Ruth Elswick as our Sales Manager and Mitin Shah as Director to develop design center.  Shelby Packaging Company, Inc. is a running unit and is poised to deliver, packaging supplies, beyond normal industry standard and surpass our customer’s expectations saving them time and money.",13800
"Shon's Corner, LLC",Security Guard Services,13911
Sigma Machine LLC.,"Sigma Machine LLC is a supplier of machined aluminum and stainless steel products to the automotive electric vehicle industry.  The Company was started in 1955.  The company provides manufacturing solutions to electric vehicle and heavy-duty electric vehicle OEM's as a Tier 1 and Tier 2 supplier. The Company's primary focus is comprised of the EV battery pack frame or enclosure system that houses the lithium-ion batteries.  The Company is based in Kalamazoo Michigan and considers Tesla, Proterra, Ford, and  General Motors as its primary customers.33",13603
"Signature Contracting Group, LLC.",Industrial and Commercial Painting and Speciality Coatings,4353
SILAS DISTRIBUTORS,"Material Handling Products , All Packaging Product Services - Expendable, Returnable, Engineering Services, Mold/Die Products and Repairs, Diversity Management Services",14286
"SILVARADO, INC.","PRODUCTS FOR OIL, GAS, RUSTOLEUM, PAINTS",13838
Silver MetalX Inc,Wholesale Distriutor of Aluminum Alloy Wheels for passenger cars and light trucks,11874
"SIM, INC","Exterminating and Pest Control Service, Hardware Merchant Wholesalers, Wholesale Trade Agents and Brokers.",4388
"Simple Tree Services, LLC","Year round tree removal, limb removal, tree trimming, tree pruning, brush removal, stump grinding, land clearing
",14281
"Simplex Systems, Inc","Engineering, Management Consulting, Business & Financial Planning",14237
"Simpson, Morton, & Cross, PLLC.","a full service law firm providing commercial and business legal services to individuals and organizations.  Services include commercial transaction work, construction and real estate, health care, oranizational governance and commerical litigation.",13727
"Singh Automation, LLC","Singh Automation is built to assist a variety of industries with the following solutions: Robot & Machine Integration - We design and build custom automated solutions to increase your productivity and efficiency. Design for Manufacturing and Assembly - We bring your innovative product concept to life with optimized manufacturing. Process and Productivity Optimization True Lean Implementations - Our professionals analyze your manufacturing processes and assist you in improving efficiency up to 40%. Metal Fabrication - Singh Automation is equipped and ready to handle the design and fabrication of any job, big or small, complex or simple.  ",4316
SinghVentures LLC,"Northshore Partners is a boutique management, operations and technology services firm focused on strategic execution. We bring a distinctive ability to rapidly understand your needs and play a leadership role in helping you execute it.

Strategy & Operations: We collaborate with our clients to look deeply at their mission, strategic objectives, core competencies, performance and problem areas. We then devise the relevant strategy or renovation program, including a detailed roadmap and implementation plan.

AI & Automation Driven Transformation: We start with the goal in mind ? who do our clients want to become or what do they want to improve?  What capabilities are required to achieve those goals? We then jointly define a target operating model or workflow and build & execute a plan to achieve that model ? through enhancing people, process and technology.

Digital Product: We vision, define and design digital products, from web and mobile to connected TV.  From deep market research to rapid prototyping to obtain early feedback that drives adoption, we define experiences that users love.

Data Analytics: We shift companies towards insights-driven organizations.  Not only do we use data to draw meaningful insights and answer real-world questions, we help systematize the process so firms are able to do this on their own.  We build insights and data analysis muscles for leading firms.",13516
Sino Brite (USA) Inc.,"Distributor of automotive components and materials including interior trim parts, tools in North America and Asia.",4143
"SIPOC, LLC","Supply Chain Management Process and Performance Assessments/Audits and Documentation; Process and Performance Assessments/Audits and Documentation, Inventory Management (Production/Industrial Material), New Product and Program Readiness, Supplier Technical Assistance",4463
Sir4ourth Enterprises,"Sir4ourth Enterprises is an event management service. We plan, organize and execute events of various sizes for various budgets. We handle all aspects from booking national talent, graphic designs, decor, contracting various vendors and event management. ",13558
"Site Management Services, Inc.","Landscaping, Snow Plowing, Facilities Management and other services",4613
"Six-Nations, Inc.",Refuse and Recycling ,4112
"Sixth Street Group, LLC","Sixth Street Group, LLC provides voiceover services for corporate, government, non-profit organizations, and individuals. We also provide strategic communications consulting with expertise in organizational change management and leader guidance on purpose statement design and embedment.",8795
SK International,"SK International has become the solution provider of choice for innovation, creativity, and customization. Over the years, we have completed over 400 projects ranging from design, assembly, manufacturing of tooling and system integration of custom machinery. Our diverse range of services and solutions extend into multiple industries including Aerospace, Automotive, Defense, Industrial & Special Machinery.",13353
SK Universal PLC,"?; Tax Consulting (Planning and Preparation)
?; Tax Strategizing - including tax consequences of investment decisions including real estate
?; Tax Compliance - Corporations, Partnerships, Individuals, Trusts and Estates, Non-profits
?; Accounting/ Bookkeeping- monthly or quarterly
?; Audit Readiness/ Other Services - as needed
?; IT Consulting - ERP Implementations
?      Financial Advisory
?      Strategic Management
",13328
"Skansoft, Inc.",Skansoft inc is in the business of providing IT Solutions software development and support for US Companies,13680
Skyapple LLC,"Allied Bindery provides complete post press solutions. This involves preparatory operations such as folding, drilling, cutting, tabbing, punching etc. followed by book binding. Types of binding include perfect binding with PUR and EVA, saddle stitching and mechanical binding with plastic coil and wire O. Once the books are produced and inspected, Allied Bindery shrink wraps, packs and ships the books either to warehouses or directly to end customers as needed. Allied Bindery strives to be a turn key solution provider for customers looking to deliver their content on physical media (paper). Allied Bindery works with its partner printers to handle printing, followed by binding and shipping as needed.",4523
"SKYE SUH, PLC",Legal Services,13889
"Skyway International Travel Services, Inc.","Skyway International Travel Services Inc. is a Full Service Travel Agency. Provides Air Tickets, Car Rental, Hotel Accommodations, Cruises, Vacations and Corporate Travel Services. All our travel agents are trained to book on various Computer Reservations Systems (CRS) like Galileo, Apollo, Amadeus and Sabre. We are also technologically advanced and have our own customized Customer Relationship Management (CRM) Software for maintaining our customer profiles and travel bookings through us.",4455
Smart Construction & Development LLC,Residential and Small Commercial Construction company,4387
"Smart Folks, Inc",IT Staffing & Consulting,14170
"Smith Marketing Solutions, LLC","Smith Marketing Solutions: provides Creative Development & Graphic support, Exhibit & Display Fabrication, Program/Event Management of Custom Exhibits & Trade Show Display/s, Brand & Experiential Marketing, On-Site Services, Staffing & Logistics, Project Management, Engineering, Large Format Digital Printing: Vehicle Graphics & Full Wraps, Trailer Wraps, Fleet Graphics, Window Graphics, Building Graphics, Wall Murals/Graphics, Banners, Signage, Floor Graphics, Special Event Graphics, In Store/Retail Graphic Programs, Warehousing, A/V  Production, Integrated Multimedia",13906
"SMRIII, Inc","Provides consulting, skills and technologies to help organizations improve their performance in bill processing, IT staffing, LEAN, Quality, Manufacturing, Operations, Program Management and Six Sigma. ",14009
SMTAutomation LLC,"SMTAutomation specialize in the design, manufacture and installation of a wide range of equipment for process automation. The company is not only dedicated to Automation systems but also design engineering, control design, etc. 
We offer start up services, commissioning, problem solving, hardware selection and programming.
Currently our manufacturing location offers Mechanical design services, CNC manufacturing, laser cutting and engraving.",10820
Social Media PR Solutions LLC,Advantage Communications work with companies to increase their market share and brand awareness in diverse markets. By building and impactful marketing strategies.  We deliver on time and on task creative for traditional and digital communications.  ,14165
Soe Development Inc.,"Soe Development Inc. is a supplier of portable power. We offer all type of batteries: 12 volt, 6 volt, CR2, CR123A,Motive Power, SLA, sealed lead acid, UPS, deep cycle, golf cart, alkaline, lithium, nickel metal hydride, nickel cadmium, coin cell, custom battery packs. FANUC, Powersonic, Reserve Power, Zeus, Primary Cell, Secondary Cell. We provide batteries for numerous applications: data centers, monitoring equipment, security systems, imaging systems, computing systems, utilities, medical equipment, lighting, portable electronics, tools, backup power, flashlights, mobility scooters UPS, uninterruptible power supply. We also carry chargers. Need replacement batteries for Tripp-Lite, APC, battery room.",13932
"SoftCorp International, Inc.","Our core expertise is in On-site contract staffing, permanent staffing, turn key IT projects, web design/development, and computer aided engineering analysis and design (CAE/CAD)",4044
"SoftPath Technologies, LLC","SoftPath Technologies is a Global Technology, Services & Consulting company. We offer a business-centric approach to understand business challenges, we focus on uniting people, processes and technology and leverage our expertise to offer successful outcomes. We enable our clients to become agile & productive by providing Mobility, Business Process Management, SOA, Cloud etc solutions.",9413
SolisMatica LLC,"AI Integration Solutions for Manufacturing: Specializing in the integration of advanced artificial intelligence systems into manufacturing processes, our company offers tailor-made solutions to enhance operational efficiency and innovation. Utilizing cutting-edge AI technology, we provide consulting, system design, and implementation services, particularly focused on streamlining production, predictive maintenance, and smart automation. NAICS Code: 541512/541519.

Neural Voice Restoration Technology: We deliver specialized neural voice technology services to individuals suffering from voice loss due to conditions like Cerebral Palsy, throat cancer, or ALS. Our bespoke solutions leverage sophisticated AI algorithms to recreate the client's original voice, offering a unique blend of technical and therapeutic support. This service is a convergence of custom software development and healthcare technology. NAICS Code: 541511/621340.

AI Educational Integration for Schools: Our firm extends expertise in integrating artificial intelligence into educational curricula. We focus on inspiring creativity and fostering a love for learning in students by embedding AI tools and methodologies into school programs. Our services include curriculum development, teacher training, and strategic consulting for educational institutions, aiming to equip future generations with essential AI skills. NAICS Code: 611710/541690.",10471
"Solutions America, LLC","We are a broker of wood products, wood packaging materials, packaging materials, and printed products.  We work with many suppliers to bring their products together to form a finished kit involving all products above.  For example, we will attach a box to a pallet and fill it with product.",13978
"Solve Logistics, LLC",Third party supply chain and logistics provider serving businesses looking to ship 1000 lbs. of freight.,13945
"SOMAT ENGINEERING, INC.","We provide innovative and cost-effective infrastructure consulting Construction, Civil, Environmental, Geotechnical and Structural Engineering, Construction Management and Materials Quality Control Inspection and Testing services and solutions. ",13762
"Sotero Productions, LLC","This company provides professional videography, music producing, and entertainment management services. ",14140
"Sovereign Construction Management Co, LLC","Sovereign AEC is a full service Architectural, Engineering and Construction Managements (AEC) consulting firm, specializing in Design Build, infrastructure design, land development and a full range for Architecture services. 
Our core purpose is to provide Architectural and Engineering consultation and construction Management assistance to owner clients and facility managers.",13438
"Sovereign Partners, LLC","Sovereign Partners LLC is a Native American Owned full-service printing company.  We manufacture items that are screen printed and/or embroidered.   We also offer an array of supporting services including; mailing, inventory, fulfillment, promotional items.",4414
Spark Building Energy Solutions LLC,"Building Energy Assessments, HVAC and Lighting Retrofits and Controls, Solar PV design and installations, Energy Performance Contracts, General Contracting - Commercial & Industrial, Energy Implementation Upgrades",4515
"Spears Consulting, Inc.","Organizational Change Management consulting services for clients seeking IT and/or Business transformation. 
Personal and Professional development books and workshop facilitation for adults and youth.",4374
"Special Multi-Services, Inc.","BUSINESS SUPPORT SERVICES, SECURITY, PERSONNEL STAFFING, WAREHOUSING",8663
"Special Projects, Inc.","FABRICATION, AUTOMOTIVE PROTOTYPE, SHOW PROPERTIES, RESEARCH MODELS",13757
"Spencer Wealth Management, LLC","We provide assistance in the following areas:

Investments: Bonds / Common Stock / Educational IRA / Traditional IRA / Roth IRA / SEP IRA / Simple IRA / Brokerage Accounts / Treasury Bills / Government Securities / Treasury Notes / Variable Annuity

Financial Planning: Retirement Plans / Tax Plans / 401(k) Planning / 403(b) Planning / College Plans / Estate Plans / Money Purchasing Plans / Profit Sharing Plans

Insurance: Disability Income Insurance / Life Insurance / Long-Term-Care Insurance
",14072
SPGrace,"SP Grace, LLC is a training and consulting company that helps organizations in the areas of Workforce & Workplace Development Solutions.  We strengthen workforces and help drive economic growth in communities by preparing unemployed, underemployed, incumbent workers, and those newly entering the workforce with occupational knowledge and skills necessary for gainful employment.  We strengthen workplaces using innovative, culturally competent strategies that help organizations address their toughest ?people challenges?, from the frontline to executive-level leadership. What sets us apart is that we use innovative, culturally competent strategies that address the toughest ?people challenges,? from the frontline to executive-level leadership. Today?s workforce is different, and today?s workplace is different, so our practices, tools, and strategies are different . . . and effective.",13579
"SplashWorks, LLC","Marketing communications services and trade show, meeting logistics, event production, award programs and merchandise and communication services",13662
"Sports Data Labs, Inc.","Sports Data Labs, Inc. (?SD Labs?) is a leader in collection, analysis and distribution of real-time human data from on-body sensors and sensing systems. SD Labs provides technology that enables interoperability of sensors and sensing systems, while using artificial intelligence to transform collected data into metrics, insights and predictions for various real-time and on-demand use cases. SD Labs operates in professional sports via Sports Data Labs and in the digital health ecosystem via Human Data Labs. For further information, please visit: www.sportsdatalabs.com and www.humandatalabs.com  ",13362
Square One Renovation LLC,We specialize in commercial renovation and design/builds.  We also handle property maintenance of large apartment/condo/senior citizen home complexes.,13955
"SRI Energy, LLC","Srinergy is a cleantech company with over a decade of experience in design and development capabilities, providing turn-key solar energy solutions for utility, commercial and industrial customers, and more! We've had great success in carving out a specialty niche for ourselves and have earned an excellent reputation within the industry for reducing energy costs and reducing the carbon footprint for our customers. We continually seek out the latest technologies in solar energy generation and solar storage as such, have formed strategic partnerships with companies in these areas to complement our offerings. ",13297
SRS Industries LLC,"Whitehall industries excels in precision fabrication of extruded aluminum components with tight tolerances. We serve automotive, medical, solar and wind energy, sporting goods, electronics & other industries",13725
"ST Solutions, LLC",Importer/service provider for office furniture parts and components.,13338
St. Joe Tool Co.,"PRECISION MACHINED PRODUCTS
Seating Components for the Automotive industry",3836
"STAFFING TREE, LLC","We provide full time employment placement services in the field of  Information Technology, Engineering , Sales and Accounting to fortune 1000 companies.  We intend to provide Temporary placement services in Information Technology in 2018. We are slowly pivoting to providing our services to Michigan customers and neighboring states.",13991
"Staffrica Services, LLC","Staffrica Services, LLC is a full service Staffing and Recruiting Firm specializing in placing candidates in Light Industrial, Manufacturing, Warehouse, Production, Logistics, Clerical, Skilled Trades, and various other positions. ",13849
"Stamper Facility Management, Inc.",Stamper Facitlity Management is a full time service management company.  Company helps create (mission development) and manage corporate facilties.,3945
"STANDARD COMPONENTS, INC.","Design, Build and Certification of  Aerospace, Defense and Automotive Assembly and Inspection Tooling",14211
"Stanley Lean Solutions, LLC","Stanley Lean Solutions, LLC (SLS) is a business-consulting firm that helps to develop the necessary leadership skills that provide organizations with a distinct competitive advantage. SLS enables our clients to turn strategy into action while motivating and inspiring associates. Through innovation, communication, and organization, we provide sound advice and direction to grow and sustain through strategic and tactical implementations",14061
Star Clothing Manufacturing Company,"The company's product is women's personal and team sports apparel, to begin with running shorts and tops and later to expand into warm-up attire to match. Our shorts are made of spandex, antimicrobial, lightweight wicking fabric that wears well wash after wash and is very comfortable for the person wearing them.  Our tops are made of the same type fabric yet with the unique feature of removable cup supports in the bra top for added support to help athletes feel more comfortable. This product is to be made and manufactured in Detroit, made in the U.S.A.",14058
"Star Source Management Services, Inc.","FACILITIES MANAGEMENT SERVICES, UNIFORM, LAUNDRY SERVICES, JANITORIAL CLEANING PRODUCTS,ANTIMICROBIAL DISFINFECTANTS",3988
StarTech Solutions LLC,"Our company is a fully operated low voltage IT company. Our services stems from both servicing and installing Surveillance systems(Ip 1080p - Analog), Keyless access controller systems(Wireless - Hard wired), we also have a full range of Intercom system and video distribution products that we currently install and service for array of different clients. Our experience extend into Government sector when it come to services provided in the Data/Voice Telecommunication market. we provide infrastructure wiring and data line certifying ",13929
"State Crushing, Inc",State Crushing began as a recycling business of forestry materials.  They have added landscape aggregate to the recycling as well as stone crushing and bulk salt sales to the operations.  We now service a large clientele of landscapers.,13244
"STATE WIDE JANITORIAL SERVICE, INC.","Full Janitorial Service, Carpet, Upholstery,Construction. General,  Initial , Emergency, Water Damage and Office Clean Up.",13825
"Steadfast Engineered Products, LLC.","COMPRESSION LIMITER MANUFACTURING, SCREW MACHINE PRODUCTS",3983
"STEEL TESTING LABORATORY, LLC.","TESTING LABORATORY - HR, CR STEEL",13815
"Stenco Construction Company, LLC.","Stenco Construction is a MBE-certified general contractor for the manufacturing and commercial sectors, including automotive, higher education, healthcare, financial, and municipal markets. With 25 years of expertise, Stenco delivers safe, award-winning work through multiple delivery methods. Our self perform expertise provides clients with a single source for commercial interiors and general carpentry. As a trusted proactive partner, we've built strong relationships with subcontractors and suppliers ensuring only the best for our clients. Our commitment to quality and client satisfaction has resulted in continued growth and geographic expansion.",3996
Steppingstone Enterprises LLC,Steppingstone Enterprises LLC is focused on providing management recruiting leadership advisory services across the US. The firm focuses on Senior to Middle Management Positions and provides consulting and coaching on topics such as employee coaching and developing high performing teams.,13361
"Sterling Metal Works, LLC","A Michigan based foundry that produces high quality aluminum, brass, bronze, and copper sand castings. Liberty Cast Products services the prototype and low-volume non-ferrous casting market.",4275
"Stewart Industries, LLC",MANUFACTURER: VALUE ADDED ASSEMBLY AND QUALITY INSPECTION SERVICES,4612
"Stewart Investments, LLC.",HOLDING COMPANY,4070
Stingray Advisory Group LLC,"Stingray Advisory Group LLC is a B2B professional service company that works with for profit and nonprofit organizations. We provide 1-on-1 advising services to help our clients with their marketing, financial management and strategic planning needs. Our services include: bookkeeping, marketing strategy development, implementation & management, social media management, website development, and strategy planning & implementation.",8065
"Stock Da Bar, LLC","Stock Da Bar provides premium small-batch vodka that is distilled 6X, gluten free, distilled from red winter wheat, and all premium ingredients are grown and harvested from Michigan.",13529
Stoney Creek Logistics,"We operate and manage our own fleet of drivers and equipment. We are a Michigan based company specializing providing dedicated contract carriage services to the manufacturing industry. With over 30 years of experience supporting 3PL?s, automotive OEM?s and Tier I and II suppliers we understand the needs and demands of the transportation industry.",10506
Storehouse In A Box LLC,"In 2022, Storehouse In A Box, LLC (Storehouse) was named the 8th Fastest Woman-Owned Company in the world. Storehouse was founded as a custom product design and manufacturing company in 2015 that focuses on large-scale merchandising. The company is a Michigan Limited Liability Company, headquartered in Farmington, Michigan.

Storehouse designs and manufactures promotional items, uniforms, athletic gear, casual wear, and other related clothing items and accessories, specialized footwear, and more, for men, women, and children. Storehouse seeks to serve the private and public sectors including corporations, local, state, and federal governments, and public entities - including police departments, correctional facilities, fire departments, hospitals, school districts, and school sports teams. 

Storehouse offers supply chain management, project management, curation and graphic design services, fulfillment, customer service, and inventory management.  ",13622
Strategic Hiring Management Service LLC,"Strategic Hiring Management Service provides employee placement service to our customers that are having challenges finding quality candidates for there internal positions. We provide Temporary, Long Term, Contract and Direct hire. Some of our areas of expertise are Janitorial, Logistic Distribution, CNC, and Clerical. We also recruit for specific position when require by our customers.",4487
"StratSo Solutions, LLC","StratSo is a provider of strategic business solutions, our collective experience and current focus is in Manufacturing & Production Services; specifically, Assembly & Sub-Assembly, Sorting & Inspecting, Kitting & Packaging, Warehousing and Distribution.  StratSo also has capabilities related to various Staffing Services.
",14053
"Streamline Electric, Inc.","Our services are:  Electrical Contractor, Electrician, Electric Power control panel & outlet installation. Electrical equipment & appliance installation electrical work.  Electrical wiring contractor, electrical wiring and low voltage electrical work.  Electronic control system installation. Fire alarm system, electric installation only.  Inter communication system installation.  Lighting System installation.  Security and Fire system installation only.  Smoke detection installation only, Snow melting cable installation only, Surveillance Equipment installation only.",4338
"Strike Group, LLC","Strike Group is a Defense/ Government contractor that sources commodities, sustainment logistics, warehousing solutions, and project management. Distributor: ELECTRICAL COMPONENTS AND LIGHTING OUTSIDE & INTERIOR to the US Military as well as commercial customers.",4200
"STS Marketing Services, LLC","Production, Creative editorial, finishing and project management for television commercials and Social media.",3937
"STUDIO IMPRINT, INC.","Creates graphic designs which are focused on bringing creative ideas to life. Such as print design, interactive and design capabilities",14177
Summit Commercial LLC,"Summit Commercial is a leader in creative real estate solutions.  With more than 60 years of combined experience, the team members of Summit Commercial provide clients with professional services that can directly address every aspect of any organizations real estate needs.  
 
Our team specializes in all facets of commercial real estate transactions, including:

*; Landlord and/or Tenant representation services for office, retail, medical, and industrial leases.
*; Buyer and/or Seller representation in the acquisition and disposition process
*; Property Management Services
*; Development Management Services for construction and renovation projects
*; Specialized knowledge unique to non-profits, municipalities, charter schools, multi-family investments and school districts.
* Real Estate Broker/Agents

Summit Commercial is an established, Detroit-Based, minority firm, focused on pursing every opportunity to deliver the best results for our clients.  Our combined 60 plus years of experience ensures we have the knowledge, market information, and the technical resources required to address the myriad of factors that affect your real estate decisions.  We ask our clients to let us analyze their commercial real estate needs every day and then develop solutions that satisfy their current and future requirements.
",13471
Sunrise Developers LLC,"Sunrise Developers LLC is an Information Technology (IT) company, offering; Network systems, camera systems, building access systems, and smart technology.",9609
"Sunsoft Technologies, Inc.","ENGINEERING, INFORMATION SCIENCE PROFESSIONAL STAFFING, CONSULTING",4076
Superior Blinds Company,"SPECIALIZING IN CUSTOM WINDOW TREATMENTS INCLUDING CORNICE BOARDS, BLINDS AND SHADES",13897
"Superior Construction & Management, LLC.","GENERAL CONTRACTOR, CONSTRUCTION MANAGEMENT, ENGINEERING",4264
"Superior Innovative Solutions, LLC","Superior Innovative Solutions, LLC (?SIS?) is a wholly owned minority and woman owned Industrial Sheet Metal contractor specializing in the design, fabrication and installation of dust, mist and fume control systems for a wide variety of industrial applications.  Our talented CAD Design Team and well-equipped shop, allow us to do all types of sheet metal, steel plate and iron work fabrication, as well as providing superior, full service handling of your industrial cleaning , hazardous waste disposal , remediation cleaning and industrial waste needs.   ",4443
"Supplier Success, LLC","Supply Chain financing, supplier pay implementation, receivables financing, e invoicing, e payments, reverse factoring",13948
"Supreme Hauling and Transport, Inc.","Supreme dba TSG is a supplier to commercial businesses and the following government agencies: the Department of Defense, the Veterans Health Administration and Department of Veteran Affairs.  TSG through it's partnerships and affiliates provides a wide range of products to include, but not limited to - Industrial, Manufacturing, Machinery, Safety, PPE, Janitorial, Electrical, Plumbing and many more.  ",4482
"Sur-Flo Plastics and Engineering, Inc.",Design and manufacture highly engineered custom injection molded thermoplastic componentants and assemblies for both automotive and non automotive applications Manufacturerer of class A surface interior and exterior highly engineered parts,13974
"Suri Systems, LLC",Service provider of consulting services for Business Intelligence and Management consulting.,13992
"SV Manufacturing, LLC","We specialize in the design and manufacturing of printed circuit board assemblies, wire harness assemblies, custom box build solutions and engineering services. Our capabilities provide complete turnkey solutions from quick turn / low volume to production volume. We employ a mix of technologies including through hole (THT) and surface mount (SMT) and placing all package types including ball grid array (BGA). Our equipment includes three SMT Lines, Wave Solder, Selective Solder, DI Wash and Conformal Coat Services.

While our production process is first class and continuously improving, it is our value added services that differentiate Adam Electronics in the PCB contract manufacturing industry. Our engineering team can start with just a concept and move it through to an efficiently produced product, or work with your fully engineered design meeting your required certifications and standards.  Value Added Services:
*Design for Manufacturing (DFM)
*Flash programming
*Post production assembly
*Functional or burn-in test
*Finished goods stocking",13582
"Sweet Potato Sensations, Inc.","Specialty bakery of sweet potato baked goods, such as pies, cookies, cheesecake, cobblers, yams, ice cream, and cake with cream cheese frosting.",13769
"Sweetgrass Productions, Inc.","Sweetgrass Productions is moving into it's 11th year of being the on-site, in-house Audio/Visual provider for a large casino & conference center in Central Michigan.  We work almost daily renting and providing specialized, professional equipment and technical assistance to the majority of the clients who rent and utilize the conference center. Those services revolve, heavily around the conference center booking seasons.  We have site provided storage and office space for said services.  We also rent A/V equipment in other hotels and conference locations throughout the state.  Sweetgrass Productions also does a small amount of Graphic Design and label design/printing services and hopes to expand these services in the very near future.  We also work with and book entertainment/entertainers on special occasions.",4384
"Swift Computer Supply, Inc.","OFFICE PRODUCTS, OFFICE FURNITURE, INTERIOR DESIGN SERVICES, COMPUTER AND PRINTER SUPPLIES, PACKAGED SOFTWARE ",3883
"Swift Energy Works, LLC","Creating innovation and infrastructure for wider use of electric vehicles through: software development; EV infrastructure design, installation and maintenance; and consulting services.  ",13348
"Synergies Plus Solutions, LLC","Synergies Plus Solutions provides our clients with an efficient system for processing credit card, debit card, and other electronic payment transactions.  This allows us to share our extensive business leadership experience and acumen to help organizations achieve their definition of success.  We also provide business solutions that complement each other and reach into broader market segments, including access to capital.  Retail Point-of-Sale (POS) solutions have been added along with VoIP phones, installing digital cabling, providing video surveillance cameras, website development, network layout and design and business technology support services.  All of these essential products and services were added to help businesses and organizations improve, by permitting them to focus on their business expertise while we focus on these supporting services.",4393
"SYNERGIES PLUS, LLC","Synergies Plus Resources provides staffing, project and training services to its clients in the areas of engineering/manufacturing, information technology, business, business processes and medical staffing/consulting.",13675
"Synergy Computer Solutions, Inc.","IT & ENGINEERING, CONSULTING & STAFFING and Project work (SOW) and Turn Key projects.",3953
"SYNTEL, INC.",COMPUTER SOFTWARE SERVICES ANALYSIS AND DESIGN,13754
"System Strategy, Inc.","System Strategy, Inc. (SSI) is a privately held professional services firm headquartered in Metro Detroit. We partner with clients to design and institutionalize solutions to solve complex systems challenges. Our engagements include small to large Fortune 500 businesses as well as the federal government. SSI is minority owned and an Economically Disadvantaged Woman-Owned Small Business (EDWOSB). We help clients conceptualize and design for the deep interdependencies inherent in today's complex cyber-physical systems. We balance the art and science of systems engineering to creatively and digitally transform design and development. We provide leading expertise and proven model-based methods, to capitalize on expanding opportunities by navigating solution space and mitigating risks by managing complexity. Our services in digital transformation, systems engineering, data analytics, and management consulting help clients gain insight, build intuition, and speed innovation. SSI is providing thought leadership and solutions to customers who design, develop, and manage complex systems.   SSI has also provided development planning, strategic communications, and other services to clients within high-tech, digital media, and education. ",4359
"SYSTEMS TECHNOLOGY INTERNATIONAL, INC.","Professional contract, creative marketing, IT & engineering services",13802
"T & N SERVICES, INC.","WHOLESALE ELECTRICAL, INDUSTRIAL, CONSTRUCTION PRODUCTS DISTRIBUTOR",13759
T&T Sip n Read,"Putting a twist on an old classic by using the love of books and wine to encourage fellowship and networking in a comfortable, relaxing atmosphere
We are a bookstore, cafe, and wine bar. ",13565
"TAG MANUFACTURING SOLUTIONS, LLC","MANUFACTURING SALES AND MARKETING SERVICES
CONSULTANT PROFESSIONAL
DISTRIBUTION",13486
"Take Care Transportation, LLC",We are a non-emergency medical transportation company. We transport individuals to and from medical appointments. Ambulette and ambulatory.,14232
"Tamarack Group, Inc.","Employee leasing, employee staffing, personnel management, driver?s training, safety management and leasing.",13898
T-And-S Construction LLC.,"We remove and install asphalt shingles if needed. We add sheathing to rotten deck board. We remove existing material on flat roof and foam board if needed and install new foam board and new flat roof if requested. We do trim packages for developers, baseboard, casing, install doors, and install cabinets. We install drywall, mud, install caulk as needed and paint. Install bathroom accessories as far as grab bars, towel bars, toilet paper bars, and mirrors. Framing we remodel structural as needed. ",14067
"Tax Trilogy, LLC.","We are an indirect tax compliance and consulting firm that specializes in Sales, Use, Excise, and Property Tax. We engage in multiple services, including: compliance, audit defense, fixed asset review, litigation support, reverse audits and nexus reviews",13707
Tayion Collection," Tayion Collection is a well-established,
minority-owned apparel brand that has been
in the market place since 2004 with a strong
track record of quality design and consistent
sales. The Tayion Collection sells men?s suits,
formal wear and separates (Jackets, pants,
shirts, ties, outerwear, accessories, sportswear,
etc.) under two brand names - Tayion and T-Fusion, which enables the brand to cater to
fashion forward customers of means, as well as
those who may be more budget conscious.
Since the company?s inception, the Tayion
Collection has sold in excess of $50M. Future
goals include greatly expanding the product
offerings.",13606
"Taylor Turning, Inc.","Precision Machine shop with capability of supporting small made to order details. We have CNC Mills (5 axis and 3 axis), CNC Lathe, Bridge ports and Grinding center. We specialize in the low quantity production.",13337
